Pri_dMass,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal
0.338549,2114605623.226966,4.96636,20.77798,55.811237
0.361802,6473652244.9707985,0.933083,48.640562,51.710834
0.856533,6550579876.540559,11.2082,44.54262,46.053429
0.140006,6681110575.225512,2.27749,45.678242,47.48563
0.555421,2893234168.701177,2.06131,34.23495,60.133808
0.64186,6514533423.2728,4.14694,56.179459,58.372826
0.71248,2955185271.8664317,13.8633,35.154105,54.766513
0.523678,6517175504.039276,9.0872,59.999134,62.390772
0.53365,6176694868.051167,7.55097,58.091897,62.16208
0.637649,4576831507.845205,1.09929,44.404658,57.02198
0.962006,2897693857.775612,4.98011,25.14014,40.882929
0.693221,2037048210.2188668,0.888081,23.89739,53.266142
0.983973,5218582666.436243,2.90014,32.806934,39.44898
0.540172,3061718893.711383,7.66597,38.827158,62.221722
0.472103,6168136408.529772,8.26051,56.852893,61.028738
0.602511,5902085601.51592,7.68144,55.92413,61.303399
0.240359,5868368866.117616,3.33766,45.499664,51.877887
0.786689,2920622609.953204,1.84244,29.443183,48.331105
0.645296,4091257333.017937,14.8735,45.230742,59.639958
0.901938,6364265937.447985,7.31565,41.751941,43.997683
0.934664,4366016055.124218,1.47488,31.865756,41.933837
0.530647,3114152227.00207,9.09864,39.488672,62.45321
0.725561,3735001967.7162213,3.45076,37.34319,52.616258
0.922446,3217488373.167235,0.92879,26.995742,42.304396
0.913962,5924532158.236484,2.90605,39.108634,43.179815
0.798242,5113670278.8993845,1.1606,39.759083,47.421833
0.905996,4924604390.14286,12.8525,36.554441,44.161428
0.917403,1273577656.43195,9.24074,17.626768,43.591947
0.160471,3770950536.8530416,2.57877,25.42408,48.752742
0.926326,3867013413.034852,1.9357,30.29767,42.46848
0.290488,6646547012.020573,1.18786,48.518381,50.681824
0.826011,3223168873.0493913,0.951779,29.457713,45.994524
0.274643,4852495320.27762,1.40707,37.126264,50.601349
0.265466,6892155808.356626,3.79274,52.670435,53.33729
0.598249,4538444901.000969,4.68403,47.737368,60.770561
0.185397,3323717721.2527924,3.85369,24.826258,50.315335
0.331035,5818692940.668721,1.2402,44.94547,51.835579
0.765429,2253022189.566983,1.35415,25.109548,49.288095
0.983968,2902590272.320042,0.863511,23.25474,39.001642
0.654743,4643031990.855023,7.09338,46.741934,58.104516
0.509509,6401097274.023373,1.90302,56.212485,59.361926
0.968268,1598701302.554341,9.67055,18.617542,40.771918
0.117446,5614787276.163617,11.5745,45.6032,53.488435
0.876099,6909502420.736747,3.7265,44.281953,44.589595
0.38908,3305490730.3733397,1.30997,28.850894,53.354335
0.244983,4999053440.016182,6.78949,43.138933,54.301533
0.936462,5569113657.216712,3.81955,36.783721,42.257991
0.376935,6630424340.346089,1.53192,51.311463,53.406302
0.923829,2891496172.528665,2.76997,26.106048,42.748223
0.306267,4410267933.31129,1.58103,35.530708,52.013629
0.703809,3763298752.1047177,2.65284,38.007901,53.743964
0.708167,4645819524.593154,1.22792,41.800778,52.735565
0.729997,6837720447.55775,5.79347,52.118275,52.786558
0.965787,5219131846.447786,1.20827,33.363106,40.102096
0.973293,4060182249.196198,5.45557,29.515086,40.259851
0.653664,5132148295.591498,12.6607,50.117746,58.842459
0.795288,4857489656.440575,12.1393,40.757596,49.237521
0.132022,3026383112.657094,13.6263,28.0529,54.293871
0.94518,2196414248.635491,10.434,22.797109,42.194484
0.49883,3429592705.50924,12.9245,42.291521,62.672968
0.98056,6638744142.2722435,1.77589,37.900887,39.44061
0.666562,3756591135.693923,4.4032,40.319254,56.717606
0.80841,3809444936.89744,3.45524,34.283246,47.701752
0.42122,6992512244.2526455,0.850855,53.575794,53.63082
0.91071,6550149118.824572,1.12387,41.184642,42.834443
0.58229,3758707145.0061045,3.64788,42.439287,60.800641
0.592783,5258070455.6845665,7.90526,52.983266,61.661231
0.623971,6625773066.259098,2.51707,57.191914,58.839674
0.197354,1547859098.057642,0.978591,1.001826,46.205585
0.208899,4240075710.3919578,3.0517,33.238639,50.672621
0.52329,6170289202.859306,9.10181,58.275937,62.388669
0.860043,6365727392.614697,1.05649,42.315167,44.542657
0.888525,1191167657.437999,6.78431,17.154778,44.423756
0.827573,5647607552.976632,1.55255,41.125593,46.23702
0.387427,4591616316.93428,0.914592,37.70608,52.388485
0.199162,6427227612.279877,5.01528,48.987108,52.140368
0.785068,1990306844.2651196,0.854054,21.981877,47.843779
0.595447,5743903428.194824,7.04854,55.160959,61.421085
0.398119,1787595670.683516,1.50086,9.242712,53.989796
0.406411,6716094612.846569,1.95561,53.469148,54.929423
0.232468,3819872891.2976184,6.64847,34.412054,53.761706
0.809231,5147653079.071569,6.78808,40.935013,48.121803
0.868879,5663270524.609341,11.459,40.824095,45.50472
0.601409,4038379157.1466107,10.0746,46.067385,61.712709
0.469356,5697423969.117018,6.61322,53.665244,60.474146
0.801017,2767219690.590294,4.71562,29.240216,48.281201
0.316843,5439595897.715662,8.44727,48.551281,57.024218
0.525662,1743066945.1028266,10.6181,27.75458,62.677419
0.361371,1998547009.9368353,7.41574,22.942138,57.115327
0.905958,1986771927.5477018,0.916299,20.480827,42.872053
0.584351,2646285948.47651,14.2561,37.315801,62.712915
0.271218,4189477660.306745,2.54145,34.385793,52.326443
0.725255,6432452711.408396,4.19978,50.482705,52.814399
0.823558,1476268973.7230859,2.66617,19.046372,46.780529
0.362015,1589190644.7148585,1.67662,5.135358,53.290853
0.429785,2143231649.8169372,1.54263,18.819872,55.448433
0.145825,6543479219.99972,8.13559,50.345213,52.683219
0.309234,6854190368.791473,8.23296,56.018941,56.857659
0.69964,3343817341.2276683,2.1597,35.302225,53.787167
0.712148,2897723894.5480766,10.8234,34.453428,54.562508
0.430025,4142141812.450896,0.997251,36.854206,54.465523
0.5908,6920753033.512525,8.91169,61.52947,61.883642
0.484893,1421789784.4446993,0.983121,6.248316,57.31464
0.118758,4478923066.170083,9.46163,36.934678,52.665019
0.913973,1550626344.7794147,0.819112,17.076841,42.57429
0.726861,2234790388.788181,1.23636,25.682601,51.601689
0.631772,5816317673.225312,14.1617,55.012148,60.529977
0.495068,4153030318.3790116,2.91242,43.316531,59.801748
0.786028,2644176513.071882,0.935514,26.853025,47.862048
0.63294,2810064113.187686,1.59574,33.047573,57.760854
0.385631,6921454324.02919,6.50262,56.815881,57.18218
0.822691,5878491656.323565,1.04759,41.914358,46.211858
0.587469,3860343064.227179,0.867209,40.154294,58.615844
0.519764,6156415491.303292,4.06025,56.664981,60.933021
0.9656,5796450871.739145,1.48071,35.373035,40.192693
0.184066,1708437263.1170473,5.63134,6.36609,51.630343
0.629106,6314270965.4099245,1.3825,54.48788,57.797286
0.510208,6310731078.0453,1.69744,55.541597,59.167319
0.492671,6312135375.293278,6.10284,57.633874,61.138499
0.3075,1811145189.0550272,2.10508,6.666332,52.896861
0.404864,4289197097.7448072,1.38581,37.795199,54.045965
0.994813,4747634948.625686,2.96054,30.666851,38.959192
0.314588,2102636382.7196114,3.71718,17.353053,54.68788
0.897939,2016040698.3030858,6.84629,22.797099,44.082956
0.988977,6130346939.140953,8.40715,36.080659,39.595338
0.575304,1432249146.5005863,1.48406,16.789657,59.558782
0.884827,4828860719.008625,13.0527,37.079103,44.903715
0.617004,4685667244.989945,1.65005,46.48356,58.639419
0.120108,5533211651.1328335,2.38065,36.789011,46.627164
0.940545,3122302134.915765,1.05389,25.983814,41.476788
0.788864,4503365516.178629,1.32971,37.448703,47.97711
0.158668,1109693909.5529737,1.15181,0.46796,45.499754
0.145685,1375104207.4175277,1.97315,1.075436,47.153529
0.837897,1453861884.1912327,8.67079,20.340587,46.811902
0.136344,3745725642.221602,1.539,18.00607,45.636702
0.288469,4942127744.662208,6.75504,44.231743,55.873608
0.361267,5050540988.889468,0.970985,40.046977,51.805907
0.990369,5100060613.53409,3.72758,32.214442,39.234823
0.300551,2635442474.528615,1.21749,15.280606,51.073976
0.693073,6001790507.120338,2.9484,50.142967,54.495184
0.291344,1418489093.74522,0.910152,1.285723,49.873617
0.834885,2099970979.920258,2.11253,23.301708,46.08383
0.370149,3184274311.96129,11.7282,35.896235,58.355969
0.856456,6071943475.886429,2.1028,41.784809,45.092545
0.307585,5984470084.331486,4.35143,49.277005,55.017175
0.360149,6511519810.425976,8.31185,54.763148,57.387514
0.925784,5979575210.741336,7.75335,39.170018,43.128619
0.414426,5903541267.109653,2.54736,50.028921,55.872868
0.182027,6160209950.284941,1.06169,40.254411,45.663979
0.832298,2298940287.4100533,2.67475,24.960735,46.355428
0.147386,2547915853.761713,1.57645,4.461081,46.304751
0.473871,1067393853.9615351,7.03322,14.548129,60.779074
0.395042,5090831387.522983,12.4685,48.984592,58.920122
0.650742,4918110429.329142,1.88809,46.538263,56.849332
0.417312,4676626693.534003,1.11071,40.357433,54.067154
0.228652,1291272408.1716719,10.5088,8.323865,55.050778
0.912609,1686804504.063098,4.34078,19.887665,43.420259
0.872609,6036696073.353211,1.10502,40.665575,44.06468
0.12498,2906804092.5122766,0.880192,2.894167,42.26434
0.885741,1357923764.2389646,12.6684,19.276103,44.852755
0.176673,3967750741.7722483,2.06755,26.957057,48.315322
0.240658,6174895142.542577,3.84397,47.80703,52.342302
0.662616,1153307163.5849903,5.9059,19.47146,57.327538
0.754317,4677823881.003246,8.69276,41.770302,51.489193
0.723758,6543970596.867874,2.82816,50.702486,52.552649
0.68621,1972242165.5663147,1.44818,24.369177,54.194682
0.83958,5468254092.683263,0.873938,39.508904,45.318552
0.962135,1734461226.3423498,1.21313,17.885848,40.312304
0.376717,5061582493.998866,1.22881,41.425738,52.829168
0.527851,6504412240.391555,1.62589,56.846858,59.454872
0.224331,1112325865.465719,5.96772,3.486119,53.160118
0.907152,1860112628.6503913,6.77519,21.558639,43.817373
0.588528,6878072395.909244,0.881495,58.056374,58.623718
0.978898,4327101144.147814,12.7421,30.648673,40.265625
0.983931,6020316577.291669,2.3857,35.389821,39.379822
0.49721,4955191228.426647,4.6534,49.632053,60.746233
0.611587,4383531527.774078,10.1324,47.760731,61.282858
0.976705,4748408315.917735,14.5799,32.267366,40.436369
0.781876,6142073227.358238,4.41802,45.918534,49.243439
0.267754,1500859671.2965407,7.454,10.454286,55.487519
0.904934,1980314072.4925978,3.21498,21.651998,43.515462
0.610998,4652972632.92638,1.84794,46.62236,59.050433
0.143052,2360204291.0953217,14.8779,22.342027,54.808447
0.184962,1585853981.537506,1.22337,1.162532,46.171183
0.593937,3750958695.1641593,7.23296,43.644131,61.502075
0.166466,1841946236.6185184,2.9812,3.687482,49.541674
0.922248,5656366061.505992,3.1699,37.796104,42.882299
0.58039,2349712496.4800816,1.318,28.366085,59.328554
0.271739,2615231068.6494718,11.9839,28.749138,57.042056
0.519359,3773878226.4709773,13.6203,45.009703,63.041884
0.538948,5827263738.9889965,3.30231,54.614329,60.816584
0.390421,5802424762.696641,1.31524,46.773524,53.406265
0.95784,6975447708.904175,2.93022,40.831443,40.916865
0.500829,2130278342.1807494,9.77401,30.887504,62.196951
0.808157,1925856275.6476305,1.28938,21.832807,47.037647
0.436268,2742033811.1995034,9.83672,34.098637,59.827349
0.536919,4691296211.774868,14.0278,51.017458,63.199318
0.422424,2028146387.590115,2.22823,19.070982,55.922061
0.925441,2985707056.105668,3.14077,26.614606,42.731722
0.875577,4349391443.723431,3.21661,34.496229,44.530891
0.574005,2419256130.3192973,3.54336,31.817896,60.880421
0.655385,6397535019.602045,3.67419,54.588907,57.305514
0.130421,1991107017.4664402,1.11655,1.197014,43.858693
0.418608,6797181569.002523,4.41729,56.352739,57.306638
0.105067,1840909212.236186,3.79936,2.255188,48.231595
0.152546,1563454713.692719,3.3915,2.517548,49.580116
0.895612,3017366799.6640387,10.2861,28.635006,44.371631
0.917675,5458208407.464703,1.3695,36.846806,42.682306
0.371603,3692028967.979191,8.07297,38.340093,57.460874
0.445815,1650165277.1339312,2.99517,16.930249,57.731299
0.165454,1059976197.1414158,1.6249,0.639176,47.196233
0.817565,5177054698.70183,10.3973,41.01618,47.976423
0.3647,6942581150.065188,2.41738,54.025185,54.304654
0.32798,2933400278.3110266,2.83412,26.190117,54.130046
0.23649,1898886282.7556224,1.84786,4.072656,49.78338
0.837305,5178409832.538431,3.47274,39.399523,46.2767
0.344184,2814650310.5197945,1.58033,22.331761,52.777836
0.488413,4269340367.8645086,6.19907,45.812669,61.04673
0.232041,3535290307.851988,7.86281,33.005572,54.269385
0.33266,5489454130.8755,8.49683,49.167961,57.193271
0.379675,3069969580.5806656,1.41249,26.282218,53.268881
0.691256,2276519158.6283035,1.59642,27.28031,53.984402
0.741467,2164131850.017706,3.21609,26.446673,51.507323
0.874276,4277057693.462846,0.818974,33.314257,43.837379
0.34749,2718295686.544791,2.7715,24.677849,54.366684
0.685375,4416414332.874025,13.7201,44.706417,56.571948
0.996505,2545371971.613263,2.67922,21.843841,38.855795
0.692723,3561464138.4405303,0.900634,35.648095,53.309353
0.361124,2488423206.9200325,1.49749,18.898235,52.971586
0.871941,4118340756.5970907,5.07205,33.98068,44.927157
0.862451,2712577993.4582763,13.9117,28.275064,45.897477
0.801459,4245018659.081913,9.80259,37.633357,48.771515
0.140041,3079857091.052675,5.96471,22.745816,51.336972
0.685345,2508306312.3177524,5.69925,31.695692,55.674997
0.388214,3233581522.4744916,1.59586,28.857392,53.821585
0.298032,5028911687.9552765,14.0279,47.46564,58.185906
0.900725,5472682725.004075,8.14369,38.628509,44.079816
0.286336,5749483136.850765,1.27591,43.249948,50.756298
0.224614,1823059950.0631683,6.24029,11.277844,53.308574
0.929243,1014692937.9996798,1.7547,13.256773,42.284482
0.793125,6446581403.95211,0.95694,45.400304,47.524663
0.285383,3613689987.6348424,2.47779,30.086973,52.779709
0.636491,2894711047.585449,10.9849,37.467721,59.908152
0.579003,6656057163.086904,12.9306,61.169358,62.702816
0.584295,4757453721.587679,4.33306,49.176413,61.012955
0.374757,5744516315.661107,0.938754,44.896319,52.06972
0.167593,1358090516.9711604,13.285,8.239859,54.80389
0.383174,4821704283.766581,6.36185,45.277652,57.080558
0.568336,4918140409.865369,2.318,49.024307,60.291643
0.77842,1262332022.006736,4.23487,18.425878,49.409315
0.414368,2318600248.604376,1.97938,21.695191,55.286127
0.256947,4155697717.468109,4.21283,35.757247,53.310226
0.45322,4426281472.506172,4.53843,44.613713,58.97455
0.211327,2021945053.7942207,2.2617,5.266783,49.699022
0.847238,6946963882.604586,1.04963,44.914449,45.087577
0.61676,3472733445.2785163,2.54738,39.339744,59.222165
0.875293,2364769454.3189707,1.25577,23.685504,44.030472
0.465118,2710545551.609472,0.80788,25.201622,55.946171
0.863523,6019149160.980398,3.96839,41.702682,45.147648
0.98266,1306869097.5788822,3.60038,15.591097,39.595893
0.862259,3389134866.162265,1.11418,29.643171,44.48157
0.877193,5243489290.240616,3.00696,38.087056,44.430652
0.317571,2288707858.2231374,1.05607,8.721094,51.075186
0.302148,5380302368.121433,10.988,48.692668,57.566544
0.464763,3796485219.0755205,9.02685,42.756186,60.906008
0.724794,6395149005.444757,3.60276,50.239161,52.705696
0.457273,2321343876.9940014,2.15049,24.779497,57.608165
0.425026,5053666052.383766,2.16043,45.063895,55.974446
0.421206,2443853008.5681553,0.911486,19.105767,53.793156
0.961818,4494147668.839369,1.23916,30.966168,40.33904
0.906283,5347307999.827207,3.64647,37.501538,43.540502
0.291202,4704444142.116878,2.5941,39.055834,53.103363
0.451691,4908917388.383232,4.04979,47.162947,58.660815
0.540129,1305659562.33138,2.7529,16.302203,60.521566
0.518791,5440229751.241755,4.07454,52.626725,60.924224
0.148792,3167110816.0621176,9.87492,28.121133,53.464868
0.284444,4669669678.761774,1.06309,34.882691,50.107395
0.887652,3402883494.9946895,3.64352,29.946869,44.134085
0.909816,1486351976.0484142,5.63847,18.849894,43.643071
0.393885,6134519591.163657,5.86251,52.642019,57.128003
0.533615,4637399783.256664,1.50924,45.971274,59.419138
0.209517,5715656640.418833,1.95941,41.701262,49.18691
0.508738,6060643015.461749,1.18654,53.457872,58.464075
0.946755,6263099721.042724,2.87968,38.502212,41.558665
0.256329,3718091991.1942487,2.08707,28.800641,51.058057
0.952159,4077670987.9965997,5.08195,30.58077,41.479448
0.796306,6777861670.694455,2.08225,47.089255,47.931099
0.477027,2374598567.973523,2.24126,26.628284,58.634025
0.429038,6333896444.35927,0.938109,50.553819,54.271792
0.53759,5939780263.838727,4.55489,55.878854,61.341994
0.541655,1405209366.8454986,1.43291,14.159744,59.439247
0.198441,5641689017.941241,4.87434,44.432498,51.931968
0.877137,3706645839.157985,2.98077,31.568121,44.427926
0.366731,1975309319.25111,1.31702,9.051292,52.757809
0.306338,6878987610.712071,2.83981,53.095617,53.751437
0.565058,2732487720.601115,5.27436,35.506412,61.575863
0.391773,4669383576.939474,0.808523,38.03142,52.222022
0.682112,4801918416.621531,5.09247,45.598693,55.779595
0.532362,2377348111.680722,7.44621,32.97077,62.128793
0.192741,4114072362.8232727,8.68129,36.249507,53.196284
0.722678,1782122443.4175422,1.04489,21.408177,51.706491
0.234303,4781465355.37511,4.34378,39.621682,52.484326
0.592623,5814689892.876801,1.92624,53.541928,59.673373
0.824925,6290386362.534633,2.58206,44.063972,46.692849
0.850463,5402562588.010018,4.79947,39.993052,45.845241
0.686624,4834703284.404894,3.57552,45.059329,55.108349
0.169209,5081225041.860941,7.53664,41.828769,52.965722
0.378112,6440846184.159411,1.17777,49.584465,52.757873
0.795187,1808034729.9904318,1.09154,20.7543,47.52161
0.713864,6090820543.618915,1.73943,48.805637,52.726007
0.889576,2584721059.3990135,10.2805,26.55295,44.597872
0.427478,5932740182.00179,1.63492,49.679989,55.463581
0.67605,5261069546.518358,12.2847,49.352059,57.135465
0.502718,2970395755.9826846,4.672,35.915219,60.873701
0.874234,5166912160.307781,2.96173,37.892601,44.539839
0.158913,2926827467.3749285,5.21758,21.420939,51.333751
0.658641,6026819289.973947,2.06386,51.9601,56.421923
0.734409,3947809516.453329,4.27987,38.383302,52.223348
0.838302,4834495612.989661,3.03654,37.802328,46.144777
0.745338,1639378656.03269,4.60496,22.711683,51.557781
0.310934,5663318858.66625,4.28521,47.585663,55.033862
0.348381,5456975400.041413,8.83781,49.34017,57.42873
0.590886,2161333364.0667944,11.2951,32.631244,62.213277
0.682508,4959149431.469772,4.54492,46.21083,55.631981
0.580792,6383162795.788543,1.59716,56.46582,59.609483
0.390011,5523592254.26143,0.840399,43.819724,52.259278
0.368969,4213957464.291674,2.13653,37.334033,54.073551
0.468269,4241740995.9960637,12.827,46.814707,61.746075
0.270338,6508216567.493765,1.71587,48.186489,51.050246
0.435244,5905144569.55566,4.80533,52.57911,58.23444
0.491153,3022248584.0910907,2.39898,33.803973,59.309853
0.40184,6941132377.457855,1.9703,54.479058,54.777447
0.798707,4017307804.8961906,0.909695,34.363632,47.227076
0.196724,1246879951.312073,4.33293,2.769276,51.301194
0.673896,1263780366.208643,0.894595,14.296439,54.471753
0.777641,2597680184.05536,6.87345,29.384563,49.822504
0.198237,2881557882.527665,1.47335,11.980706,47.832761
0.326143,2312667587.4254875,3.16261,19.637794,54.410485
0.889179,4577345710.405354,0.957433,34.245513,43.385429
0.822161,5645429018.759498,9.2084,42.638357,47.656251
0.175831,2223733605.7975626,10.9603,20.109694,54.133402
0.788531,1729699144.1705375,4.35543,22.444157,48.865223
0.555368,1085517362.0865345,3.44001,14.264099,60.950513
0.474355,3465072900.1188283,2.93706,37.520643,59.060023
0.905317,6312149206.435299,5.69974,41.303714,43.787345
0.802126,6814689187.023574,3.2938,47.257189,47.976071
0.973205,6147275343.451387,1.87912,36.311622,39.856846
0.440273,2814159531.4815936,10.6514,35.079105,60.173619
0.396918,5910519963.634759,4.33478,50.820925,56.497625
0.502099,3082856157.8382554,4.61902,36.732755,60.840348
0.560682,6400103289.107735,11.1275,59.824474,62.759791
0.666338,1882250626.7362075,1.14187,23.138485,55.235571
0.435642,2024035220.9937272,1.32165,16.350349,55.406429
0.893216,1179775666.546524,1.36846,14.800873,43.431596
0.861975,4020753314.370981,5.87893,33.938499,45.436026
0.50361,5542455667.008757,1.24091,50.289172,58.411052
0.901409,6057485456.625103,1.13108,39.7167,43.081901
0.333706,2602935679.053433,6.07935,27.111987,56.302436
0.295792,2452267240.398533,2.81013,19.085212,53.474596
0.50159,6403399043.072091,4.82779,57.841368,60.911424
0.589378,5365604612.415576,1.66904,51.044214,59.535701
0.464173,1256694502.1022966,5.06997,15.135107,59.714174
0.361232,3601850686.301825,4.25551,35.016085,55.700256
0.490221,1543000420.8950615,13.1273,25.477561,62.515367
0.891198,2577250936.8110437,2.03813,25.11426,43.705726
0.186982,2483369883.9136605,4.08614,14.619499,50.513956
0.599764,5183682058.101781,7.86531,52.260481,61.433469
0.598703,4678712389.468552,12.25,50.282441,62.072883
0.424002,1406322071.1152706,0.947363,3.243899,54.02803
0.997381,6732332747.655458,11.2194,38.192696,39.331172
0.300033,2427616554.6034794,0.894884,8.282677,50.108428
0.986894,3827589931.527462,3.59913,27.756072,39.384729
0.472409,4729442694.469248,3.99711,46.943315,59.596951
0.418255,3498987107.8050337,6.09027,37.576009,58.012738
0.447484,1732092291.6700444,1.445,12.705672,56.239794
0.744195,5071768347.720922,14.1254,44.620888,52.576921
0.307465,1533831543.9509945,0.849562,1.622407,50.161815
0.41748,3929617308.063856,9.16838,41.770817,58.896658
0.703981,5020204038.400543,14.6983,46.79442,55.387289
0.115121,1117578252.037153,1.70659,0.479601,44.650559
0.65473,2671782583.041869,1.55083,31.270896,56.355825
0.46381,6950999600.481713,8.79131,60.493888,60.811384
0.313107,6824796901.328804,1.45722,50.82114,51.929171
0.986895,5334023540.751725,3.66956,33.152995,39.391791
0.644446,2024104207.5520365,2.21815,26.545409,57.453926
0.624701,4228289680.687897,1.69284,43.40345,58.292056
0.574794,1314658933.2883308,1.44732,14.360529,59.523629
0.398987,5617691502.436384,1.14977,45.681296,53.366871
0.438706,1522096784.6542854,11.3252,22.737064,60.232991
0.34364,3740316599.473124,3.4494,34.776966,54.898574
0.289814,5461015482.598258,1.45355,42.008825,51.285924
0.41097,5923987687.397935,13.1475,54.107771,59.472141
0.195462,1642610579.1040688,7.32362,8.337644,52.870243
0.139386,1923657781.8355799,3.73259,4.03984,49.473682
0.921899,3039712780.403734,3.23148,26.998909,42.905972
0.843269,1140994356.9664567,2.0499,15.291704,45.671204
0.931436,4982994373.459393,0.860521,34.109371,41.856675
0.964141,3527727205.0561385,4.89864,27.761195,40.749524
0.84292,6303279551.150405,1.62756,43.009853,45.547212
0.764531,5849342329.775784,9.60064,46.390014,50.896572
0.531576,5485677036.173513,1.0637,50.443847,58.776422
0.848535,2241152747.6553698,2.999,24.345829,45.656271
0.717925,6473658473.1751175,4.4486,51.180971,53.349051
0.930057,5951537882.375544,5.44577,38.617518,42.754492
0.520671,6692335310.440125,5.98882,60.023578,61.630425
0.694353,6051013673.206546,3.32293,50.40427,54.53555
0.347746,4271364427.183378,7.19411,41.474284,56.890511
0.981501,2416496271.234645,12.2907,22.695838,40.111375
0.981188,4367659301.055319,1.0923,29.535304,39.895435
0.223261,1173647918.8050408,1.44758,0.925972,48.460834
0.732384,4936487221.1821,4.27982,43.448969,52.357611
0.953455,2034366007.516035,4.53171,20.967429,41.354245
0.271409,6811917865.215122,1.94493,50.249409,51.490723
0.192934,4840081364.102739,1.58906,33.615744,47.429127
0.121631,2310297105.106394,1.76771,2.487039,45.341449
0.284509,4210044240.5852327,10.7073,40.959142,57.109219
0.612752,6455376338.612382,1.19311,55.748219,58.391622
0.522351,3031280689.8256474,14.5307,40.013657,63.177378
0.364899,6403855566.780734,2.51885,51.120146,54.414501
0.390199,6637251725.508087,9.37144,56.259038,58.147414
0.293134,3315899021.640412,1.17331,23.643618,50.733108
0.563262,6532396141.391705,3.33858,58.569455,60.882565
0.182316,2694518531.6451263,2.86558,13.736709,49.328378
0.520449,4590102805.566355,1.31005,44.967811,58.926555
0.7455,5945368717.46561,12.4878,48.194941,52.385992
0.289831,2792220711.3121676,14.1386,31.697193,58.039045
0.337031,4943884980.120474,2.88027,42.397701,54.3126
0.731126,1019675867.3132615,0.842293,10.890468,50.989344
0.137504,6863241053.443047,8.08391,51.71057,52.426213
0.595332,5105514474.696667,14.2135,52.873039,62.387462
0.110283,6930513468.251869,3.65877,47.879544,48.297911
0.86969,2238969599.347105,8.73728,25.001168,45.320803
0.677948,5878349581.811653,7.02543,51.521042,56.40873
0.722218,1899479607.9100137,9.82421,26.874856,53.790271
0.76661,6444935137.897094,1.34398,47.001733,49.213518
0.457692,1337529134.0028276,1.36782,5.418336,56.666139
0.939359,3698809919.2946644,2.28485,29.153459,41.876008
0.497624,2683416178.267508,1.11519,28.184003,58.033567
0.998369,1164890016.7992458,1.00803,13.033162,38.438162
0.326727,3343551068.4671555,5.63186,33.167793,56.016185
0.8327,2029165492.252924,5.30345,23.956011,46.766412
0.373737,2560797568.1360006,5.35826,27.58848,56.485675
0.67324,2185220060.60588,2.85735,28.126036,55.777557
0.923705,1838476854.2632685,4.55317,20.668243,42.98277
0.753265,1035241137.040293,3.95851,16.160938,50.912357
0.786081,4720418689.3277645,1.19032,38.509126,48.038196
0.389082,5780575779.08252,2.4203,48.319329,54.874513
0.256176,3102010151.3539066,11.3935,32.101414,56.31723
0.248132,5253056483.796831,2.65064,41.1253,51.464503
0.79705,5225196522.4770975,9.91335,42.060502,49.003542
0.720525,2421666599.939539,1.00746,27.014044,51.804707
0.176874,6544660071.917855,3.99341,47.756149,50.672094
0.453982,3866660864.688519,1.6022,37.593789,56.809142
0.312841,2552265582.0268126,1.14952,14.203944,51.216838
0.623511,4643508015.013338,2.98067,46.951831,59.080767
0.939335,1636635781.9287271,5.59222,19.181457,42.266072
0.779821,3306858076.663113,4.1416,32.877309,49.312824
0.167739,6081307423.2275305,1.47518,41.038288,46.964726
0.905943,6251499889.919149,10.7918,41.384807,44.079638
0.788233,6017858780.597688,12.1301,45.880869,49.625841
0.188452,4756213642.5133915,9.9924,41.145549,53.498244
0.153017,3490245684.13648,5.82925,27.845428,51.629899
0.12621,5245310037.35384,5.16528,39.675893,50.371648
0.864129,3233305413.484116,5.73674,30.162597,45.328578
0.893028,2945045683.3988447,2.55586,27.237831,43.755727
0.834038,2105209319.2443445,7.0086,24.816291,46.874501
0.72211,6257951441.960232,1.24727,48.78503,51.905138
0.643305,6791471824.685339,2.14217,56.568653,57.483863
0.993602,2337892558.1170444,1.55179,20.593816,38.777805
0.526363,2120837834.445888,2.93652,27.097813,60.467247
0.978281,1465477107.3070433,3.66057,16.764758,39.832381
0.985374,5095236441.123832,14.3196,33.018247,39.964446
0.352528,1985062854.459805,9.3652,23.848457,57.613519
0.264087,1043606160.5120564,0.858722,0.541186,48.507733
0.511827,1595759540.8428493,11.9507,26.408155,62.729154
0.497039,4993281017.366563,2.35787,48.272443,59.45564
0.230714,3599375975.6280985,4.58214,30.726129,52.525703
0.267335,3342084457.20409,2.15546,25.990404,51.643979
0.408592,5425619741.08697,1.03642,44.681219,53.499749
0.17526,6250498119.967835,1.45209,42.199765,47.033537
0.592728,2160349572.45755,13.0251,32.981922,62.353033
0.328074,6135010771.012536,0.849187,45.649812,50.672453
0.686901,3557650967.9968276,1.51311,36.643479,54.199807
0.45087,3395750375.858003,0.836583,31.387329,55.230528
0.713383,1118467494.0102677,4.67915,17.938963,53.691439
0.27022,6597984604.624236,10.2421,54.30327,56.523199
0.142675,2105971822.9837778,5.26688,7.667577,50.944004
0.264129,5696119188.120199,13.2407,50.189615,57.063747
0.904242,1557936207.131947,1.43605,17.934004,43.13817
0.333465,4984865233.573757,1.03357,38.923312,51.361368
0.441948,5831331317.232455,1.05058,48.727868,55.235334
0.786161,6315973075.512731,1.20486,45.401346,48.044903
0.761877,3520294806.796919,2.54341,34.211175,50.008462
